package,mentions,example
gofsh,1,| **GoFSH** | Converts FHIR JSON → FSH source | `npm install -g gofsh` |
@platejs/package-name,1,- The `npm install @platejs/package-name` command for the core plugin package.
tmuxx,1,"- If using npm, `npm install -g tmuxx` installs only a wrapper. The Python `tmuxx` binary must still be available in `PA"
myapp-pro,1,`npm install myapp-pro`
myapp-free,1,`npm install myapp-free`
@tc9011/skills-manager,1,"If installed globally (`npm install -g @tc9011/skills-manager`), you can use `skills-manager` directly instead of `""$SM"""
@types/koa-websocket,1,For WebSocket support: `npm install koa-websocket @types/koa-websocket`
@opentelemetry/api,1,1. **Install dependencies**: `npm install @opentelemetry/api @opentelemetry/sdk-node @opentelemetry/sdk-metrics @opentel
@opentelemetry/sdk-node,1,1. **Install dependencies**: `npm install @opentelemetry/api @opentelemetry/sdk-node @opentelemetry/sdk-metrics @opentel
@opentelemetry/sdk-metrics,1,1. **Install dependencies**: `npm install @opentelemetry/api @opentelemetry/sdk-node @opentelemetry/sdk-metrics @opentel
@opentelemetry/exporter-metrics-otlp-grpc,1,1. **Install dependencies**: `npm install @opentelemetry/api @opentelemetry/sdk-node @opentelemetry/sdk-metrics @opentel
@opentelemetry/resources,1,1. **Install dependencies**: `npm install @opentelemetry/api @opentelemetry/sdk-node @opentelemetry/sdk-metrics @opentel
@opentelemetry/semantic-conventions,1,1. **Install dependencies**: `npm install @opentelemetry/api @opentelemetry/sdk-node @opentelemetry/sdk-metrics @opentel
@ai-sdk/google,1,1. **Install dependencies**: `npm install ai @ai-sdk/anthropic @ai-sdk/google @ai-sdk/openai`
short-uuid,1,1. **Install** dependencies: `npm install koa-websocket short-uuid`
koa-compress,1,1. **Install** `koa-compress`: `npm install koa-compress`
@cargo-ai/cli,1,`npm install -g @cargo-ai/cli@latest`.
@types/pg,1,| PostgreSQL | `npm install pg` + `npm install -D @types/pg` |
better-sqlite3,1,| SQLite     | `npm install better-sqlite3` + `npm install -D @types/better-sqlite3` |
@types/better-sqlite3,1,| SQLite     | `npm install better-sqlite3` + `npm install -D @types/better-sqlite3` |
@zenstackhq/plugin-policy,1,Add access control only if needed: `npm install @zenstackhq/plugin-policy` (see
@zenstackhq/server,1,package: `npm install @zenstackhq/server`.
ardi-agent,1,"typing `npm install -g ardi-agent` or similar — stop, that package does"
iii-browser-sdk,1,`npm install iii-browser-sdk`
together-ai,1,"- SDKs: `pip install together` (Python), `npm install together-ai` (TypeScript)"
react-email-editor,1,| React | `react-email-editor` | `npm i react-email-editor` | `useRef<EditorRef>` → `ref.current?.editor` |
vue-email-editor,1,| Vue | `vue-email-editor` | `npm i vue-email-editor` | `this.$refs.emailEditor.editor` |
angular-email-editor,1,| Angular | `angular-email-editor` | `npm i angular-email-editor` | `@ViewChild` → `this.emailEditor.editor` |
squirrelscan,1,| `squirrelscan audit <url>` | Full-site 230+ rules audit via CLI (`npm i -g squirrelscan`) |
beautiful-mermaid,1,"**""Cannot find module 'beautiful-mermaid'""**: Run `npm install beautiful-mermaid`"
graphify-ts,1,**Requires CLI:** `npm i -g graphify-ts` (uses Bun runtime).
picgo,1,"If the install fails (commonly an `EACCES` permission error), **don't try sudo automatically** — show the user the comma"
@addfox/rsbuild-plugin-vue,1,| Vue 3 | `@addfox/rsbuild-plugin-vue` | `pnpm add -D @addfox/rsbuild-plugin-vue` |
@rsbuild/plugin-preact,1,| Preact | `@rsbuild/plugin-preact` | `pnpm add -D @rsbuild/plugin-preact` |
@rsbuild/plugin-svelte,1,| Svelte | `@rsbuild/plugin-svelte` | `pnpm add -D @rsbuild/plugin-svelte` |
@rsbuild/plugin-solid,1,| Solid | `@rsbuild/plugin-solid` | `pnpm add -D @rsbuild/plugin-solid` |
renovate,1,"- If not installed → ask the user: *""Renovate is not installed. Can I install it with `npm install -g renovate`?""* Only "
@astrojs/cloudflare,1,- Install adapters: `npm install @astrojs/cloudflare @astrojs/check`
@astrojs/check,1,- Install adapters: `npm install @astrojs/cloudflare @astrojs/check`
p-queue,1,- Utilities: `npm install lodash p-queue jose` (Note: `jose` is for crypto as native crypto fails on Cloudflare).
@astrojs/sitemap,1,- SEO: `npm install @astrojs/sitemap`
@kweaver-ai/kweaver-sdk,1,- **TypeScript / Node** (recommended): `npm install -g @kweaver-ai/kweaver-sdk` — requires Node.js 22+
@serwist/next,1,1. Install: `npm install @serwist/next @serwist/precaching @serwist/strategies`
@serwist/precaching,1,1. Install: `npm install @serwist/next @serwist/precaching @serwist/strategies`
@serwist/strategies,1,1. Install: `npm install @serwist/next @serwist/precaching @serwist/strategies`
create-next-app,1,"- Long-running commands (`npx create-next-app`, `npm install`, `npm run dev`, `npx vercel`) **must** use `run_in_backgro"
@dosu/cli,1,"> - **npm** (cross-platform, needs Node 18+): `npm install -g @dosu/cli`"
neonctl,1,- **CLI:** `npm i -g neonctl`
@helpfeel/cosense-cli,1,- 事前に `npm install -g @helpfeel/cosense-cli` でインストールしておく
ant-design-vue,1,- 👤 **需要你来操作：** 执行 `npm i --save ant-design-vue@4.x`。
axios,1,- 👤 **需要你来操作：** 执行 `npm install axios` 和 `npm install --save-dev @umijs/openapi`。
@umijs/openapi,1,- 👤 **需要你来操作：** 执行 `npm install axios` 和 `npm install --save-dev @umijs/openapi`。
@typescript-eslint/parser,1,- Install parser: `npm install --save-dev @typescript-eslint/parser`
babel-plugin-react-compiler,1,Install: `pnpm add -D babel-plugin-react-compiler`. Auto-memoizes components and hooks - no manual `useMemo`/`useCallbac
hyperellipse,1,1. Install: `npm install hyperellipse` (or `bun` / `pnpm`)
@scope/package-b-v2,1,1. Install replacement: `yarn add @scope/package-b-v2`
@clerk/nextjs,1,**Resolution**: RESOLVED - Added package with `npm install @clerk/nextjs`
cypress,1,1. `npm install --save-dev cypress` — install
@kood/color-cli,1,compatibility: Requires Bash tool. @kood/color-cli must be installed globally (`npm i -g @kood/color-cli`).
@unity/cli,1,- **Fix**: Run `npm install -g @unity/cli` or download binary from https://docs.unity.com/cli.
@mozilla/readability,1,- **`Module not found`** → run `pnpm add defuddle @mozilla/readability turndown turndown-plugin-gfm jsdom` (or `npm inst
turndown,1,- **`Module not found`** → run `pnpm add defuddle @mozilla/readability turndown turndown-plugin-gfm jsdom` (or `npm inst
turndown-plugin-gfm,1,- **`Module not found`** → run `pnpm add defuddle @mozilla/readability turndown turndown-plugin-gfm jsdom` (or `npm inst
jira-adf-validator,1,- **jira_adf_validator**: `npm install -g jira-adf-validator`
duckdb,1,- **Node.js**: `npm install duckdb`
twd-js,1,1. `npm install twd-js`
twd-relay,1,2. `npm install --save-dev twd-relay`
localtunnel,1,| Install | `brew install ngrok` + free account at ngrok.com | Zero install (`npx localtunnel`) |
@tiptap/core,1,> **Install ordering trap (any TipTap upgrade).** Running `npm install @tiptap/core@3 @tiptap/starter-kit@3 ...` against
@tiptap/starter-kit,1,> **Install ordering trap (any TipTap upgrade).** Running `npm install @tiptap/core@3 @tiptap/starter-kit@3 ...` against
@wellgrow/cli,1,| `wellgrow: command not found` | `npm install -g @wellgrow/cli` を再実行。Node.js のグローバル bin が PATH に含まれているか確認 |
@google/clasp,1,| `clasp: command not found` | `npm install -g @google/clasp` を実行 |
@agent-canvas/cli,1,- Otherwise → `npm install -g @agent-canvas/cli@0.6.0`
@difflabai/ats-cli,1,"- **""ats: command not found""** — Install the CLI: `npm install -g @difflabai/ats-cli`"
cisco-dime,1,"> ""This workflow needs cisco-dime which isn't installed. Install it with: `npm install -g cisco-dime`"""
json-variables,1,"For provisioning multiple items, use templates with CSV files. Requires optional packages: `npm install json-variables c"
csv-parse,1,"For provisioning multiple items, use templates with CSV files. Requires optional packages: `npm install json-variables c"
@clerk/clerk-react,1,**Install:** `npm install @clerk/clerk-react`
convex-test,1,**Install:** `npm install convex-test vitest --save-dev`
@volcengine/cli,1,"If `ve login` fails (network error, non-interactive terminal, version too old), or the user explicitly asks for a differ"
@volcengine/ark-cli,1,- 安装: `npm i @volcengine/ark-cli -g`（公开版）
@gw-tools/gw,1,| gw command not found   | `which gw`                  | `npm install -g @gw-tools/gw`                                  
@testing-library/jest-dom,1,`npm install -D vitest jsdom @testing-library/react @testing-library/jest-dom @testing-library/user-event vitest-axe`
@testing-library/user-event,1,`npm install -D vitest jsdom @testing-library/react @testing-library/jest-dom @testing-library/user-event vitest-axe`
vitest-axe,1,`npm install -D vitest jsdom @testing-library/react @testing-library/jest-dom @testing-library/user-event vitest-axe`
@strudel/web,1,1. `npm install @strudel/web`
@stoplight/spectral-cli,1,- Spectral installed (`npm install -g @stoplight/spectral-cli`)
@openwebf/webf-share,1,- Example: `npm install @openwebf/webf-share`
@openwebf/react-core-ui,1,- **@openwebf/react-core-ui**: Install with `npm install @openwebf/react-core-ui`
@tomasward/whoop-cli,1,"- If `whoop` is not found, tell the user to install: `npm install -g @tomasward/whoop-cli`."
@blecsd/media,1,**Install:** `pnpm add @blecsd/media`
@blecsd/audio,1,**Install:** `pnpm add @blecsd/audio`
@blecsd/game,1,**Install:** `pnpm add @blecsd/game`
@blecsd/ai,1,**Install:** `pnpm add @blecsd/ai`
@openai/agents,1,* TypeScript: `npm install @openai/agents`
@youdotcom-oss/langchain,1,**Fix**: Install with your package manager: `npm install @youdotcom-oss/langchain @langchain/core langchain`
@napi-rs/canvas,1,| 封面图生成 SVG 而非 PNG/JPEG | 可选依赖未安装，运行 `cd ${SKILL_DIR}/scripts && npm install @napi-rs/canvas` 或接受 SVG 格式 |
geekbot-cli,1,- **CLI not found**: Install via `npm install -g geekbot-cli` (requires
@internal/extension-author-tools,1,`prisma-8-check-pins` (shipped by `@internal/extension-author-tools` — install with `pnpm add -D @internal/extension-aut
apify-client,1,3. **Dependencies**: Run `npm install apify-client` in the Organized Codebase root
@alipay/agent-payment,1,- `npm install @alipay/agent-payment@1.0.0`
vite-plugin-db,1,"For Vite projects, `vite-plugin-db` auto-provisions a database on `vite dev` if `DATABASE_URL` is missing. Install with "
@gitbeaker/cli,1,- 如果没有安装 gitbeaker，必须先执行 `npm install -g @gitbeaker/cli` 进行安装
jira.js,1,- 缺少 `jira.js` 时，脚本会自动执行 `npm install jira.js`
@programasweights/web,1,Browser / JavaScript: `npm install @programasweights/web`. Functions compiled with
@better-i18n/next,1,| `@better-i18n/next` | 0.7.2 | `npm install @better-i18n/next@0.7.2` |
@better-i18n/use-intl,1,| `@better-i18n/use-intl` | 0.5.0 | `npm install @better-i18n/use-intl@0.5.0` |
@better-i18n/core,1,| `@better-i18n/core` | 0.5.0 | `npm install @better-i18n/core@0.5.0` |
@better-i18n/expo,1,| `@better-i18n/expo` | 0.7.5 | `npm install @better-i18n/expo@0.7.5` |
@better-i18n/sdk,1,| `@better-i18n/sdk` | 3.2.0 | `npm install @better-i18n/sdk@3.2.0` |
tigeropen,1,"- npm: `npm install tigeropen` | Node.js 16+, ESM/CommonJS"
apaas-oapi-client,1,2. **安装 SDK**：`npm install apaas-oapi-client@^0.1.37`（`schema` 模块从 0.1.37 开始提供，低版本会报 `Cannot read properties of undefine
@perplexityai/perplexity,1,Install: `pip install perplexityai` (Python) or `npm install @perplexityai/perplexity` (TypeScript/JavaScript).
@tavily/core,1,Install: `pip install tavily-python` (Python) or `npm i @tavily/core` (JavaScript).
@klingai/cli-cn,1,| 中国区 | https://klingai.com | 账号登录 klingai.com（中国大陆） | `npm i -g @klingai/cli-cn --registry=https://registry.npmjs.org` 
@klingai/cli-global,1,| 非中国区 | https://kling.ai | 账号登录 kling.ai（海外站 / global） | `npm i -g @klingai/cli-global --registry=https://registry.npmj
agent-message,1,**Install**: `npm install -g agent-message`
zustand,1,- **状态管理库未安装**：在项目中运行 `pnpm install zustand`
@tursodatabase/database,1,| JavaScript (Node.js) | `@tursodatabase/database` | `npm i @tursodatabase/database` |
@tursodatabase/serverless,1,| Serverless / Edge | `@tursodatabase/serverless` | `npm i @tursodatabase/serverless` |
@tursodatabase/sync,1,| JavaScript Sync (local-first/offline-first) | `@tursodatabase/sync` | `npm i @tursodatabase/sync` |
@tursodatabase/database-wasm,1,| WASM (Browser) | `@tursodatabase/database-wasm` | `npm i @tursodatabase/database-wasm` |
@tursodatabase/sync-wasm,1,| WASM + Sync (local-first/offline-first) | `@tursodatabase/sync-wasm` | `npm i @tursodatabase/sync-wasm` |
@tursodatabase/sync-react-native,1,| React Native | `@tursodatabase/sync-react-native` | `npm i @tursodatabase/sync-react-native` |
@fluentui/react-components,1,Install: `npm install @fluentui/react-components`
@salesforce/agentforce-conversation-client,1,2. Add the package: `npm install @salesforce/agentforce-conversation-client`.
@proggarapsody/bitbottle,1,`npm install -g @proggarapsody/bitbottle` installs the CLI and
bullmq,1,`yarn add bullmq` — requires Redis 5.0+ with `maxmemory-policy=noeviction`.
@honcho-ai/sdk,1,| `Cannot find module '@honcho-ai/sdk'` | Peer dep missing — `@honcho-ai/vercel-ai-sdk` requires `@honcho-ai/sdk` to res
@honcho-ai/vercel-ai-sdk,1,"| Insert `import { createHoncho } from ""@honcho-ai/vercel-ai-sdk""` without confirming the package is installed | If the "
nansen-cli,1,- ONLY run `npm install -g nansen-cli` AFTER the user approves. NEVER install silently.
@hubspot/cli,1,- HubSpot CLI v7.6.0+: `npm install -g @hubspot/cli@latest`
cerul,1,- [TypeScript SDK](https://www.npmjs.com/package/cerul) — `npm install cerul`
@xmtp/convos-cli,1,Not installed. Run `npm install -g @xmtp/convos-cli`.
xyz,1,Suggested fix: Run `npm install xyz` and redeploy
react-native-reanimated,1,**Install**: `pnpm add react-native-reanimated` (included with Expo SDK 54+)
@radix-ui/react-slot,1,2. **`forwardRef + asChild` for polymorphism** — mirror Vireya's pattern (see e.g. `Button` exporting `IButtonProps`). U
langsmith,1,1. Install SDK: `pip install -U langsmith` (Python) or `npm install langsmith` (TypeScript)
eslint-plugin-obsidianmd,1,| Install ESLint | `npm install --save-dev eslint eslint-plugin-obsidianmd` |
@jackwener/wx-cli,1,"1. **wx-cli installed** — run `wx --version`. If missing, tell the user to install it themselves (`npm install -g @jackw"
livetennisapi,1,- **JavaScript client:** `npm install livetennisapi` — [livetennisapi-js](https://github.com/livetennisapi/livetennisapi
livetennisapi-ai,1,- **Vercel AI SDK tools:** `npm install livetennisapi-ai` — [livetennisapi-ai](https://github.com/livetennisapi/livetenn
affine-mcp-server,1,- Update to latest version: `npm i -g affine-mcp-server@latest`
continues,1,1. Update to latest: `npm install -g continues@latest`
web3-devkit-cli,1,4. Reinstall globally: `npm install -g web3-devkit-cli`
@box0/cli,1,| `b0: command not found` | Run `npm install -g @box0/cli@latest` |
@sentry/node,1,1. Install: `npm install @sentry/node @sentry/profiling-node`
@sentry/profiling-node,1,1. Install: `npm install @sentry/node @sentry/profiling-node`
@rds-vue-ui/rds-theme-base,1,- `yarn add @rds-vue-ui/rds-theme-base`
sass-embedded,1,- `yarn add -D sass-embedded` (if build fails on SCSS preprocessing).
@alchemy/cli,1,"| Neither CLI nor MCP is available | install `alchemy-cli` (`npm i -g @alchemy/cli`), then use `alchemy-cli` |"
downshift,1,- Install: `npm install downshift`
@githubnext/github-copilot-cli,1,| `copilot --version` fails | **STOP.** Ask the user to install GitHub Copilot CLI: `npm install -g @githubnext/github-c
slidev-theme-name,1,- Ensure theme is installed: `npm install slidev-theme-name`
payram,1,- Installed the Payram SDK: `npm install payram`
@syncfusion/ej2-react-popups,1,- Installation: `npm install @syncfusion/ej2-react-popups`
@syncfusion/ej2-react-layouts,1,**Installation:** `npm install @syncfusion/ej2-react-layouts --save`
@syncfusion/ej2-react-buttons,1,- Installing `@syncfusion/ej2-react-buttons` 🛑 *STOP — Do not install packages autonomously. Ask the user to run: `npm i
@syncfusion/ej2-angular-circulargauge,1,1. Install package: `npm install @syncfusion/ej2-angular-circulargauge`
oh-my-opencode,1,- **If `oh-my-opencode` is not in PATH**: report the error clearly and suggest installing via `npm install -g oh-my-open
checkout-intents,1,| TypeScript | `checkout-intents` | `npm install checkout-intents` |
coding-agent-harness,1,允许 `npm install -g coding-agent-harness`。未获明确同意时，用
@aspect-build/resvg,1,"> ""No SVG-to-PNG converter found. Install one of: `npm install -g @aspect-build/resvg`, or install Inkscape, or install "
@whop/sdk,1,| `@whop/sdk` | Server-side API client (TypeScript) | `npm install @whop/sdk` |
@whop/checkout,1,| `@whop/checkout` | Embedded checkout React component | `npm install @whop/checkout` |
@whop/embedded-components-react-js,1,| `@whop/embedded-components-react-js` | Embedded payout/wallet/KYC/chat components (React) | `npm install @whop/embedde
@whop/embedded-components-vanilla-js,1,| `@whop/embedded-components-vanilla-js` | Embedded components (Vanilla JS) | `npm install @whop/embedded-components-van
@sap/joule-studio-cli,1,- Joule CLI installed: `npm install -g @sap/joule-studio-cli`
@camunda8/sdk,1,4. For Node.js: `npm install @camunda8/sdk@^8.8.0 express`
@camunda8/cli,1,5. Verify c8ctl is installed: `c8 --version` (if not: `npm install @camunda8/cli -g`)
@remotion/cli,1,| Remotion | `npm install remotion @remotion/cli @remotion/player` | Video composition |
@remotion/player,1,| Remotion | `npm install remotion @remotion/cli @remotion/player` | Video composition |
@argo-video/cli,1,1. **`@argo-video/cli`** in `devDependencies` — install with `npm i -D @argo-video/cli` if missing
deno,1,> - Install: `npm i -g deno`
context-overflow-cli,1,Install: `npm i -g context-overflow-cli` or `pnpm i -g context-overflow-cli`
bknd,1,- `bknd` package installed: `npm install bknd`
uifork,1,1. Install uifork: `npm install uifork`
swr,1,1. Run `npm install swr` (or the project's package manager equivalent)
@neo4j/graphql-ogm,1,Install separately: `npm install @neo4j/graphql-ogm`
@outlit/cli,1,Customer intelligence from the terminal. Install: `npm i -g @outlit/cli`
@liaisonio/cli,1,Both `npm i -g @liaisonio/cli` and the curl installer also pre-populate
@ai-sdk/react,1,| `ai` module not found | Missing Vercel AI SDK | `npm install ai @ai-sdk/openai @ai-sdk/react` |
dev,1,2. **Existing Next.js app?** Add Convex via `npm install convex` + `npx convex dev`.
clawbase-relay,1,| `command not found` | `npm install -g clawbase-relay` |
tronweb,1,- `tronweb` - TRON JavaScript SDK (`npm install tronweb`)
@bankofai/agent-wallet,1,2. Run `npm install -g @bankofai/agent-wallet` to install the Agent Wallet CLI.
surrealdb,1,install without pinning (`npm i surrealdb`) unless the user requires a specific
autoevals,1,"`autoevals` provides ready-made scorers: `Levenshtein`, `Factuality`, and others. Install with `pnpm add -D autoevals`."
@anthropic-ai/copilot-cli,1,1. **Copilot CLI installed**: `npm install -g @anthropic-ai/copilot-cli` or via GitHub
react-call,1,`npm install react-call`.
@aigne/cli,1,- 确保 AIGNE CLI 已安装：`npm install -g @aigne/cli`
cline,1,"If the `cline` CLI is installed (`npm install -g cline`), runs it directly. Otherwise copies the fix prompt to clipboard"
json-logic-js,1,Requires: `npm install json-logic-js`
xreach-cli,1,- **xreach** (`npm i -g xreach-cli`) — Twitter/X data. Requires auth: `xreach auth`
supertest,1,1. **Install** - `npm install --save-dev jest supertest`
bcryptjs,1,1. **Install** - `npm install jsonwebtoken bcryptjs`
mongoose,1,1. **Install** - `npm install mongoose`
@chenglou/pretext,1,- Install when needed: `npm install @chenglou/pretext`
@cerebras/cerebras_cloud_sdk,1,| TypeScript SDK | `npm install @cerebras/cerebras_cloud_sdk` |
@noxinfluencer/cli,1,"1. **No CLI installed** → Tell user to run `npm install -g @noxinfluencer/cli` in their terminal. In the same reply, dir"
genkit,1,"-   If not found, install it globally: `npm install -g genkit`."
commander,1,如果确实无法找到依赖，可以尝试 `npm i puppeteer commander --no-save`。
jbctl,1,"If `bun` is unavailable, use `npm i -g jbctl`."
@steipete/bird,1,1. Install bird: `npm install -g @steipete/bird`
hoosat-sdk,1,| **Node.js** | `hoosat-sdk` | `npm install hoosat-sdk` |
hoosat-sdk-web,1,| **Browser** | `hoosat-sdk-web` | `npm install hoosat-sdk-web` |
tailwind-merge,1,"**On failure:** If `clsx` or `tailwind-merge` are not found, run `npm install clsx tailwind-merge`. If TypeScript report"
qrcode,1,- Node import error → ensure `npm install qrcode` completed
telegraf,1,- Install: `npm install telegraf`
openadviser,1,1. Installed the CLI: `npm install -g openadviser`
ink,1,5. **Install both `ink` and `react`.** They are peer dependencies: `npm install ink react`.
repomix,1,- `repomix`: `npm install -g repomix`
@xmindltd/xmind-cli,1,- xmind CLI installed (`npm i -g @xmindltd/xmind-cli`)
markdownlint-cli,1,- Install markdownlint: `npm install -g markdownlint-cli`
mta,1,- MTA tool: `npm i -g mta`
@inkeep/open-knowledge,1,> Skill version tracks `@inkeep/open-knowledge-server`. `cat ~/.ok/skill-state.yml` shows what's installed. `ok seed` ne
@baidu/mapv-three,1,9. **版本确认**：当用户遇到 API 不存在、参数不生效等问题时，优先让用户确认 `@baidu/mapv-three` 的版本（`npm list @baidu/mapv-three`）。内网 npm 安装时必须加 `@latest
@dynatrace/react-native-plugin,1,- **Under `devDependencies`:** Remove it and run `npm install @dynatrace/react-native-plugin`. The plugin is required at
@anthropic-ai/mcp-playwright,1,| Playwright errors | Run `npm install -g @anthropic-ai/mcp-playwright` |
plaid,1,- [ ] Install Plaid SDK: `npm install plaid react-plaid-link`
react-plaid-link,1,- [ ] Install Plaid SDK: `npm install plaid react-plaid-link`
aiusd-pro,1,"If `aiusd-pro` is already in PATH (via `npm install -g aiusd-pro`), you may use `aiusd-pro` directly instead."
napkin-ai,1,Install: `npm install -g napkin-ai`
lark-hirono,1,"If not found, install with `npm install -g lark-hirono`; and update to latest via `npm update -g lark-hirono`"
@reflexautomation/browser-cli,1,- `npm install -g @reflexautomation/browser-cli`
@backnotprop/orchestrator-cli,1,install it with `npm install -g @backnotprop/orchestrator-cli`.
@dokploy/cli,1,| CLI install | `npm install -g @dokploy/cli` |
@every-env/spiral-cli,1,"- **Unauthed** → the agent runs `spiral login --json` (CLI >= 1.8.0; non-blocking, the API key never passes through the "
@openclaw/flyai,1,- **FlyAI CLI**: Must be installed globally (`npm install -g @openclaw/flyai`)
questlog-ai,1,"**Note:** In containerized environments, `ql` may be lost on rebuild. Just `npm install -g questlog-ai` again. Your conf"
@openduo/finflow,1,"1. **Run via Bash**: `finflow <command>` — if not found, install first with `npm install -g @openduo/finflow`"
hexo-cli,1,- Hexo CLI installed globally (`npm install -g hexo-cli`)
clawhub,1,- **ClawHub**: `clawhub` (via `npm i -g clawhub`)
md-to-pdf,1,"> ""No PDF tool found. Install one with: `npm i -g md-to-pdf` (recommended), `brew install typst`, or `pip install weasyp"
genmedia,1,"Always exits 0 — it's a report, not a gate. `chrome` and `node` are **REQUIRED**: if either is missing, stop and help th"
mdx2vast,1,"- In order to use Vale, you must download the Vale binary and install `mdx2vast` globally. `pnpm run vale:download`, `np"
supermemory-mcp,1,| 13 | [supermemoryai/supermemory](https://github.com/supermemoryai/supermemory) | ~16.7K | Cross-session persistent mem
@astrojs/react,1,"If Astro is the framework and `@astrojs/react` is absent, the CLI runs `npm install --save @astrojs/react` without promp"
@webflow/webflow-cli,1,- [ ] Install dependencies if needed: `npm i --save-dev @webflow/webflow-cli @webflow/data-types @webflow/react`
@webflow/data-types,1,- [ ] Install dependencies if needed: `npm i --save-dev @webflow/webflow-cli @webflow/data-types @webflow/react`
