package,mentions,classification,has_bin,description,keywords,error
@juangadm/pre-post,1,cli,True,Visual diff tool for PRs — captures before/after screenshots of web pages,"screenshot,before-after,visual-diff,comparison,capture,web,testing,cli,playwright,pr-screenshots",
svgexport,1,cli,True,Node.js module and command-line tool for exporting SVG to PNG and JPEG.,"svg,export,rasterize,converter,png,jpeg,jpg,cli,command line,inkscape,illustrator,coreldraw",
elevenlabs,1,library,False,![LOGO](https://github.com/elevenlabs/elevenlabs-python/assets/12028621/21267d89-5e82-4e7e-9c81-caf30b237683),,
@swarmclawai/swarmclaw,1,cli,True,"Build and run autonomous AI agents with OpenClaw, Hermes, multiple model providers, orchestration, delegation, memory, skills, schedules, and chat con","openclaw,crustacean,clawd,clawdbot,moltbot,file-queue,openclaw-skill,openclaw-dashboard,openclaw-gateway,clawdbot-dashboard",
@types/lodash,1,library,False,TypeScript definitions for lodash,,
node-freshdesk-api,1,likely-cli (no bin field found),False,Node wrapper for Freshdesk v2 API,"freshdesk,v2,api,node,client",
@sth87/shadcn-design-system,1,library,False,A modern React design system base on Shadcn UI and Tailwind CSS.,"react,design-system,components,typescript,tailwindcss,ui",
next-sitemap,1,cli,True,Sitemap generator for next.js,"nextjs,next,sitemap,seo,react",
@vercel/og,1,library,False,Generate Open Graph Images dynamically from HTML/CSS without a browser,"open graph image,open graph,og image,og:image,social,card,image",
satori,1,library,False,Enlightened library to convert HTML and CSS to SVG.,"HTML,JSX,SVG,converter,renderer",
pino,1,cli,True,"super fast, all natural json logger","fast,logger,stream,json",
pino-pretty,1,cli,True,Prettifier for Pino log lines,pino,
svgo,1,cli,True,SVGO is a Node.js library and command-line application for optimizing vector images.,"svgo,svg,optimize,minify",
my-cli,1,cli,True,Auto generate project template,cli,
c8,1,cli,True,output coverage reports using Node.js' built in coverage,"coverage,v8,test,istanbul,profiler,inspector,node",
nyc,1,cli,True,the Istanbul command line interface,"coverage,reporter,subprocess,testing",
@codemieai/code,1,cli,True,"Unified AI coding assistant CLI - Manage Claude Code, Gemini & custom agents. Multi-provider support (OpenAI, Azure, LiteLLM, SSO). Built-in LangGraph","ai,artificial-intelligence,coding-assistant,code-generation,cli,command-line,claude,claude-code,openai,gemini,anthropic,gpt,chatgpt,ai-agents,coding-agents,langgraph,langchain,code-review,refactoring,test-generation,documentation,bug-fixing,litellm,azure-openai,aws-bedrock,sso,enterprise,multi-provider,developer-tools,productivity,automation,pair-programming,code-assistant,ai-code,copilot-alternative,cursor-alternative",
vega-cli,1,cli,True,Command line utilities for server-side Vega.,"vega,command line,server",
vega-lite,1,cli,True,Vega-Lite is a concise high-level language for interactive visualization.,"vega,chart,visualization",
pnote,1,cli,True,pnote - The PromptNote CLI,"promptnote,cli,prompt,snippet,mcp",
jam-skill-cli,1,cli,True,"Talk to an agent in a browser where its replies render as rich, typeset HTML instead of terminal markdown. The CLI backend for the jam skill.","jam,skill,claude,agent,cli,html,chat,browser",
exited,1,unknown,False,,,HTTP 404
1,1,library,False,Distributed pub/sub based in ØMQ,"ØMQ,0mq,zeromq,cluster,mq,message,queue,nodes,distributed",
devsh,1,cli,True,Cloud VMs for development - spawn isolated dev environments instantly,"cli,devbox,cloud,vm,development,sandbox,remote,vscode",
gsd-core,1,unknown,False,,,HTTP 404
igniteui-angular,1,library,False,Ignite UI for Angular is a dependency-free Angular toolkit for building modern web apps,"angular,UI components,accordion,autocomplete,avatar,badge,banner,bottom nav,button,button group,calendar,card,carousel,checkbox,chip,chips,circular progress,combo,csv export,data table,datepicker,datetime editor,dialog,drag drop,drop down,excel export,pdf export,expansion panel,grid,hierarchical grid,hierarchical table,icon,input,linear progress,list,mask,navbar,navdrawer,progress bar,radio,rating,select,slider,snackbar,stepper,switch,tabs,timepicker,toast,toggle,tree grid,tree table,tree view,tree",
hyperstack-stacks,1,library,False,Protocol stacks for Hyperstack - ready-to-use Solana data streams,"hyperstack,solana,blockchain,streaming",
@anthropic-ai/claude-cli,1,unknown,False,,,HTTP 404
meta,1,cli,True,"tool for turning many repos into a meta repo. why choose many repos or a monolithic repo, when you can have both with a meta repo?","git,repo,repository,repositories,meta,metarepo,metarepository,project,many",
supaguard,1,cli,True,supaguard CLI - Monitor your apps from the terminal,"monitoring,playwright,testing,cli",
@customerio/cdp-analytics-node,1,library,False,Customer.io Data Pipelines analytics client for Node.js.,,
@auth0/auth0-spa-js,1,library,False,Auth0 SDK for Single Page Applications using Authorization Code Grant Flow with PKCE,"auth0,login,Authorization Code Grant Flow,PKCE,Single Page Application authentication,SPA authentication",
@auth0/auth0-cli,1,unknown,False,,,HTTP 404
openspec,1,library,False,,,
worldbook,1,cli,True,"CLI for AI agents to access world knowledge - Human uses GUI, We uses CLI","ai,cli,worldbook,agents,dual-protocol",
still,1,cli,True,A static site generator built with node.js,"static,express,html,website,generator",
studio,1,library,False,Micro services framework for nodejs,"functional,programming,async,generators,micro-services,micro-service,micro,service,studio",
clerk,1,cli,True,Clerk CLI,"authentication,clerk,cli",
@tentagrip/seemd,1,unknown,False,,,HTTP 404
@ic-pay/icpay-widget,1,library,False,"ICPay embeddable payment widgets for multi-chain crypto payments (EVM, Solana, Internet Computer)","icpay,widget,payments,web-components,evm,base,solana,internet-computer,react",
posthog-js,1,library,False,Posthog-js allows you to automatically capture usage and send events to PostHog.,,
@telnyx/webrtc,1,library,False,Telnyx WebRTC Client,"telnyx,webrtc,sip,json-rpc,soft phone,freeswitch,voip,audio,video",
@solana-compass/cli,1,cli,True,Solana CLI for Humans and LLM Agents,,
@tvl-justin/travel-cli,1,cli,True,"Travel CLI for AI agents - search hotels, rooms, and manage bookings","travel,hotel,booking,agent-skills,ai-agent,cli",
bids-validator,1,cli,True,[![Node Tests](https://github.com/bids-standard/bids-validator/actions/workflows/node_tests.yml/badge.svg)](https://github.com/bids-standard/bids-vali,,
agentcash,1,cli,True,Generic MCP server for calling x402-protected APIs with automatic payment handling,"mcp,x402,payments,ai,claude,model-context-protocol",
kappmaker,1,cli,True,CLI tool for bootstrapping KAppMaker mobile apps,,
adapty,1,cli,True,Adapty command line interface,"adapty,cli,subscriptions,in-apps,purchases",
simple-icons,1,library,False,SVG icons for popular brands https://simpleicons.org,"svg,icons",
@paragraph-com/cli,1,cli,True,CLI for Paragraph,"cli,paragraph,newsletter,web3,blockchain,publishing",
@constructive-io/cli,1,cli,True,Constructive CLI,"cli,command-line,tool,constructive,utilities,pg,pgsql,postgres,graphile",
lucide-vue-next,1,library,False,A Lucide icon library package for Vue 3 applications.,"Lucide,Vue,Feather,Icons,Icon,SVG,Feather Icons,Fontawesome,Font Awesome",
skill-memory,1,cli,True,A self-learning store for your agent skills,"cli,skills,agent,ai",
claude-jarvis,1,library,False,Universal intent router for Claude Code — one command that picks the highest-ROI skill automatically,"claude,claude-code,claude-plugin,skill,gsd,superpowers,productivity,ai,routing",
railcode,1,cli,True,"Developer CLI for the multi-tenant Railcode platform: log in, scaffold, and deploy static apps.",,
memoclaw-mcp,1,cli,True,MCP server for MemoClaw semantic memory API. 1000 free calls per wallet.,"mcp,memory,ai-agent,semantic-search",
@workos-inc/node,1,library,False,A Node wrapper for the WorkOS API,workos,
@daytonaio/sdk,1,library,False,Daytona TypeScript SDK for sandbox management and code execution,"daytona,sandbox,typescript,sdk",
@smythos/cli,1,cli,True,SmythOS SRE Command Line Interface,"smythos,sre,cli,agentic AI,AI,LLM,vector-db",
jsdoc,1,cli,True,An API documentation generator for JavaScript.,"documentation,javascript",
mviz,1,cli,True,A chart & report builder designed for use by AI.,"chart,dashboard,visualization,echarts,svg,data-visualization",
msw-storybook-addon,1,cli,True,Mock APIs in Storybook using Mock Service Worker.,"storybook-addon,api,mock,http,graphql,websocket,sse,network,request,intercept",
@goperigon/perigon-ts,1,likely-cli (no bin field found),False,Typescript client for Perigon API,"perigon,perigon-sdk,perigon-api,news-api,news-data,real-time-news,ai-enriched,ai-news,vector-search,story-clustering,media-monitoring,content-intelligence,headline-search,article-search,global-news,web-search,web-content,local-news,typescript,sdk,entity-extraction,sentiment-analysis,geo-filtering,company-data,journalist-data,json-api,rest-client",
@zenon-red/probe,1,cli,True,All-in-one CLI tool for interacting with Nexus.,,
@johnlindquist/obsidian-cli,1,unknown,False,,,HTTP 404
prpm,1,cli,True,Prompt Package Manager CLI - Install and manage prompt-based files,"cursor,claude,prompts,cli,package-manager",
adkit-cli,1,cli,True,"The Ads CLI for AI agents — manage Meta & Google ad campaigns, browse the ad library, and generate creatives from your terminal.","ads cli,ads,cli,meta ads,google ads,facebook ads,ad management,advertising,ai agents,ad library,mcp",
@openfeature/web-sdk,1,library,False,OpenFeature SDK for Web,"openfeature,feature,flags,toggles,browser,web",
@openfeature/js-sdk,1,library,False,OpenFeature SDK for JavaScript,"openfeature,feature,flags,toggles,node",
pnpm-workspace-graph,1,cli,True,Visualize project relationships in your PNPM workspace,"pnpm,workspace,graph,monorepo,visualizer",
@tailwindcss/container-queries,1,library,False,A plugin for Tailwind CSS v3.2+ that provides utilities for container queries.,,
@thallesp/nestjs-better-auth,1,library,False,Better Auth for NestJS,"nestjs,better-auth,auth,nestjs-better-auth",
@banaba/ue-cli,1,cli,True,Unreal Engine Remote Control API CLI,"unreal,unreal-engine,remote-control,cli",
@stackone/cli,1,cli,True,StackOne Connect CLI tool,"stackone,cli,connect,integration",
scraperapi-sdk,1,library,False,Node.js SDK for ScraperAPI.com,"datacollection,scraperapi,scraping,webscraping",
ng,1,library,False,,,
build,1,library,False,An ant-like build program for node,,
@gitbook/cli,1,cli,True,CLI to build and publish integrations on GitBook.com,,
@rive-app/react-canvas,1,library,False,React wrapper around the @rive-app/canvas library,,
camofox-browser,1,cli,True,Anti-detection browser server for AI agents — REST API wrapping Camoufox engine with OpenClaw plugin support,"camofox,camoufox,anti-detection,browser-automation,ai-agent,stealth-browser,web-scraping,rest-api,typescript,express,playwright,fingerprint-spoofing,mcp,openclaw,headless-browser",
@spartan-ng/brain,1,library,False,[![npm version](https://img.shields.io/npm/v/@spartan-ng/brain.svg?style=flat-square)](https://www.npmjs.com/package/@spartan-ng/brain) [![npm downloa,,
rollup-plugin-visualizer,1,cli,True,Visualize and analyze your bundle to quickly see which modules are taking up space.,"rollup-plugin,visualizer,network,treemap,sunburst,diagram",
tarball,1,library,False,creates tarballs with streams,"compressed,tarball,package",
vtex,1,cli,True,The platform for e-commerce apps,"CLI,vtex,ecommerce,commerce,omnichannel,platform,react,toolbelt,apps,oclif",
bs58,1,library,False,Base 58 encoding / decoding,"base58,bitcoin,crypto,crytography,decode,decoding,encode,encoding,litecoin",
lean-spec,1,cli,True,Specification-driven development made simple,"spec,specification,documentation,ai,agent,sdd",
@modelcontextprotocol/create-server,1,cli,True,CLI tool to create new MCP servers,,
my-server,1,library,False,A zero dependency file server.,"http,server",
maven-indexer-cli,1,cli,True,CLI tool for querying the local Maven/Gradle artifact index,,
@mandarnilange/agentforge-core,1,cli,True,"AgentForge core: open framework for agentic workflows — compose agent harnesses from LLMs, scripts, and loops in declarative YAML; mix deterministic a","ai,agents,agentforge,pipeline,automation,anthropic,claude,orchestration,code-generation",
@vercel/next-browser,1,cli,True,Headed Playwright browser with React DevTools pre-loaded,,
paymcp,1,library,False,Provider-agnostic payment layer for MCP (Model Context Protocol) tools and agents.,"payments,mcp,typescript",
@correctroadh/toggl-cli,1,cli,True,Unofficial command-line interface for Toggl Track using the v9 API.,"api-bindings,command-line-utilities,date-and-time,cli,time,time-tracking,toggl,track",
cortexfs-cli,1,unknown,False,,,HTTP 404
flutter-skill-react-native,1,library,False,Reserved name placeholder. No functionality.,,
flutter-skill-electron,1,library,False,Reserved name placeholder. No functionality.,,
@kirha/cli,1,cli,True,"Official command-line interface for the Kirha API. LLM-friendly, JSON-first.","kirha,cli,search,ai,llm,agent",
@dapi/tgcli,1,cli,True,Telegram CLI + MCP server powered by MTProto and the official MCP SDK,"telegram,telegram-client,mcp,mcp-server,mtproto,fastmcp,claude,cursor,ai-assistant,ai-agent",
music-metadata,1,library,False,"Music metadata parser for Node.js, supporting virtual any audio and tag format.","music,metadata,meta,audio,tag,tags,duration,MusicBrainz,Discogs,Picard,ID3,ID3v1,ID3v2,m4a,m4b,mp3,mp4,Vorbis,ogg,flac,Matroska,WebM,EBML,asf,wma,wmv,ape,MonkeyAudio,aiff,wav,WavPack,Opus,speex,musepack,mpc,dsd,dsf,mpc,dff,dsdiff,aac,adts,length,chapter,info,parse,parser,bwf,slt,lyrics,Chapters,ID3v2 Chapters",
node-edge-tts,1,cli,True,node-edge-tts is a module that using Microsoft Edge's online TTS (Text-to-Speech) service on the Node.js,"TTS,Text-to-Speech,Edge",
glove-core,1,library,False,Core agent framework,,
glove-react,1,library,False,React bindings for Glove agent framework,,
glove-next,1,library,False,Next.js handlers for Glove agent framework,,
glove-voice,1,library,False,Voice pipeline for Glove agent framework,,
oasis-sdk,1,library,False,TypeScript SDK for Oasis - Feedback and Crash Analytics for Tauri apps,"oasis,tauri,feedback,crash-reporting,analytics,sdk",
@rbxts/services,1,library,False,A module that exports common Roblox services.,,
@rbxts/types,1,library,False,TypeScript typings for the Roblox platform. Partially handwritten and partially automatically generated.,"types,Roblox,typescript",
ralphy-cli,1,cli,True,"Autonomous AI Coding Loop - Supports Claude Code, OpenCode, Codex, Cursor, Qwen-Code, Factory Droid, GitHub Copilot and Gemini CLI","ai,coding,automation,claude,opencode,cursor,codex,qwen,droid,copilot,cli",
univer-cli,1,cli,True,Command-line tools for local Univer workbook automation.,"automation,cli,spreadsheet,univer,univer-cli,workbook,xlsx",
@anthropic-ai/playwright-cli,1,unknown,False,,,HTTP 404
adr-tools,1,cli,True,Command-line tools for working with Architecture Decision Records,"async,ava,await,boilerplate,conventional-changelog,ES6,ES7,library,javascript-modules,node,nyc,rollup,starter,template,tree-shaking,tslint,typedoc,typescript,typings",
@commitlint/cli,1,cli,True,Lint your commit messages,"cli,commitlint,conventional-changelog",
@commitlint/config-conventional,1,library,False,Shareable commitlint config enforcing conventional commits,"angular,commitlint,commitlint-config,conventional-changelog",
@livekit/agents-plugin-lemonslice,1,library,False,LemonSlice avatar plugin for LiveKit Node Agents,,
assemblyai,1,library,False,"The AssemblyAI JavaScript SDK provides an easy-to-use interface for interacting with the AssemblyAI API, which supports async and real-time transcript","AssemblyAI,Speech-to-text,Transcription,Audio,LLM",
stripe-pulse,1,cli,True,Your Stripe metrics in one command. Vital signs for your SaaS.,"stripe,mrr,saas,metrics,cli,churn,arpu,ltv,nrr,analytics,dashboard,saas-metrics,recurring-revenue",
pantone-cli,1,cli,True,"Offline Pantone color matching CLI with book metadata, CIEDE2000 matching, and API-export maintenance tools.","pantone,color,cie2000,ciede2000,lab,cli,offline",
@cometix/ccline,1,cli,True,CCometixLine - High-performance Claude Code StatusLine tool,"claude,statusline,claude-code,rust,cli",
@hono/zod-validator,1,library,False,Validator middleware using Zod,,
xlsx,1,cli,True,SheetJS Spreadsheet data parser and writer,"excel,xls,xlsx,xlsb,xlsm,ods,csv,dbf,dif,sylk,office,spreadsheet",
pdf-lib,1,library,False,Create and modify PDF files with JavaScript,"pdf-lib,pdf,document,create,modify,creation,modification,edit,editing,typescript,javascript,library",
react-hook-form,1,library,False,"Performant, flexible and extensible forms library for React Hooks","react,hooks,form,forms,form-validation,validation,typescript,react-hooks",
@hookform/resolvers,1,library,False,"React Hook Form validation resolvers: Yup, Joi, Superstruct, Zod, Vest, Class Validator, io-ts, Nope, computed-types, TypeBox, arktype, Typanion, Effe","scheme,validation,scheme-validation,hookform,react-hook-form,yup,joi,superstruct,typescript,zod,vest,class-validator,io-ts,effect-ts,nope,computed-types,typanion,ajv,TypeBox,arktype,typeschema,vine,fluentvalidation-ts,standard-schema,ata-validator",
@tiptap/markdown,1,library,False,markdown parser and serializer for tiptap,"tiptap,tiptap utility",
@tanstack/virtual-file-routes,1,library,False,Modern and scalable routing for React applications,"react,location,router,routing,async,async router,typescript",
@tanstack/router-devtools,1,library,False,Modern and scalable routing for React applications,"react,location,router,routing,async,async router,typescript",
bentopdf-sh,1,cli,True,Convert documents to PDF using WASM engines — no native dependencies,"pdf,convert,wasm,docx,pptx,cli",
@stackbone/cli,1,cli,True,The CLI for [Stackbone](https://stackbone.ai) — the marketplace and runtime for containerized AI agents.,,
@caravo/cli,1,cli,True,"Caravo CLI — search, execute, and review tools with API key or x402 USDC payments","caravo,marketplace,cli,x402,usdc,base,agent,mcp",
@model-go/cli,1,cli,True,The official CLI for modelgo. Pairs with AI agent skills so AI agents can operate modelgo on your behalf.,,
gainforest-sdk-nextjs,1,unknown,False,,,HTTP 404
chatlab-cli,1,cli,True,ChatLab CLI & Service - Chat history analysis tool,"chatlab,chat,analysis,cli",
@solana/connector,1,library,False,Headless wallet connector client and React provider built on Wallet Standard,,
@walletconnect/universal-provider,1,library,False,Universal Provider for WalletConnect Protocol,"wallet,walletconnect",
symbolfyi,1,library,False,Pure TypeScript symbol encoder -- 11 encoding formats for any Unicode character. Zero dependencies.,"unicode,symbol,encoding,html-entity,css,utf8,utf16,url-encoding,javascript-escape,python-escape,java-escape,codepoint",
fontfyi,1,library,False,"Google Fonts metadata, CSS generation, and font pairing toolkit — 50 popular fonts with weights, subsets, and pairing recommendations","google-fonts,font,css,font-pairing,font-stack,typography,web-fonts",
emojifyi,1,library,False,"Pure TypeScript emoji toolkit -- encoding, lookup, search for 3,781 emojis from Unicode Emoji 16.0. Zero dependencies.","emoji,unicode,encoding,utf8,utf16,html,css,search,metadata,zwj,codepoint,surrogate-pairs",
@fyipedia/colorfyi,1,library,False,"Pure TypeScript color engine — hex to RGB/HSL/CMYK/OKLCH conversion, WCAG contrast checker, color harmonies, Tailwind shades, and color blindness simu","color,hex,rgb,hsl,cmyk,oklch,wcag,contrast,tailwind,accessibility,color-blindness,color-harmony",
unicodefyi,1,library,False,"Unicode character lookup and encoding toolkit -- 17 formats (UTF-8, UTF-16, HTML, CSS, JS, Python, Java, Go, Ruby, Rust, C++), character info, name se","unicode,character,encoding,utf-8,utf-16,html-entity,codepoint,unicode-lookup",
bitget-client,1,cli,True,Bitget CLI tool — bgc,"bitget,cli,bgc,trading",
claudish,1,cli,True,"Run Claude Code with any model - OpenRouter, Ollama, LM Studio & local models","claude,claude-code,openrouter,proxy,cli,mcp,model-context-protocol,ai",
is-ci,1,cli,True,Detect if the current environment is a CI server,"ci,continuous,integration,test,detect",
tinyfish,1,cli,True,TinyFish,,
wireweave,1,library,False,nostr + webrtc voice + data SDK. networking layer for 247420 projects.,"nostr,webrtc,voice,p2p,serverless,247420",
nostr-tools,1,likely-cli (no bin field found),False,Tools for making a Nostr client.,"decentralization,social,censorship-resistance,client,nostr",
superx-cli,1,cli,True,"SuperX CLI - command line interface to the SuperX API for Twitter/X growth: read posts and analytics, find engaged contacts, and schedule posts and th","superx,cli,twitter,x,social-media,scheduling,analytics,automation,ai-agent,command-line",
oxfmt,1,cli,True,Formatter for the JavaScript Oxidation Compiler,"formatter,javascript,oxc,oxfmt,prettier,typescript",
ashby-cli,1,cli,True,Agent-first CLI for Ashby's official API,"ashby,ashbyhq,ats,recruiting,hiring,cli,agent-first",
quickjs-emscripten,1,library,False,,"eval,quickjs,vm,interpreter,runtime,safe,emscripten,wasm",
pdfkit,1,library,False,A PDF generation library for Node.js,"pdf,pdf writer,pdf generator,graphics,document,vector",
denji,1,cli,True,A CLI tool to manage your SVG icons,"svg,icons,frontend,cli,react,preact,solid,vue,svelte,qwik,iconify",
@cloudflare/sandbox,1,library,False,A sandboxed environment for running commands,,
@personize/sdk,1,library,False,Official Personize SDK,"personize,ai,sdk,memory,agents",
saju-fortune,1,cli,True,Local saju fortune analysis helper for interview-style k-skills,"k-skill,saju,fortune,korean-astrology,사주,운세",
korean-law-mcp,1,cli,True,"법제처 42개 API → 9개 MCP 도구. 법령·판례·조례·조약 + 다단계 리서치(legal_research, 8 task) + 정밀분석(legal_analysis: 인용검증·판례생사·행위시법·영향그래프) + 시점 비교(time_travel) + 상황별 5단계 안내(","mcp,mcp-server,korean-law,법령,판례,법제처,claude,model-context-protocol,legal-ai,cli",
lck-analytics,1,library,False,LCK match analytics and insights powered by Riot LoL Esports data,"k-skill,korea,lck,league-of-legends,esports",
kleague-results,1,library,False,Official K League match results and standings client,"k-skill,korea,kleague,soccer",
k-lotto,1,library,False,Official dhlottery-backed client for Korean Lotto results,"k-skill,korea,lotto,dhlottery",
naming-house,1,cli,True,Deterministic Korean naming recommendation helper for k-skill,"k-skill,korean-name,naming,saju,stroke-count,성명학,작명",
kbl-results,1,library,False,Official KBL match results and standings client,"k-skill,kbl,basketball,korea",
housing-official-price,1,library,False,Client-side helpers for Korean official housing prices from realtyprice.kr,"k-skill,korea,realtyprice,housing,apartment,individual-house,official-price,real-estate",
hipass-receipt,1,cli,True,Hi-Pass logged-in browser-session helper for usage-history and receipt workflows,"k-skill,korea,hipass,receipt,playwright",
@tigrisdata/react,1,library,False,React components for Tigris Storage,"tigris,storage,react,upload,file-upload,s3",
@tnnevol/halo-cli,1,cli,True,CLI tool to manage blog posts in Halo CMS (Rust),,
@stryker-mutator/core,1,cli,True,The extendable JavaScript mutation testing framework,"mutation testing,mutation,testing,test,js,stryker",
kuaifa,1,cli,True,内容分发 CLI 工具 — 好内容别留着，快发。,"wechat,markdown,publish,cli",
node-pty,1,library,False,Fork pseudoterminals in Node.JS,"pty,tty,terminal,pseudoterminal,forkpty,openpty",
test,1,cli,True,"Node.js 18's node:test, as an npm package",,
show,1,cli,True,serve current directory including bower dependencies,,
output,1,library,False,,,
@olakai/sdk,1,library,False,This document demonstrates how to use the Olakai SDK with all its features.,"olakai,sdk,typescript,monitoring,governance",
@mux/mux-player-react,1,library,False,An open source Mux player for React that Just Works™,"video,mux,player,hls,react",
nitro,1,cli,True,Build and Deploy Universal JavaScript Servers,"api-routes,full-stack,h3,nitro,server,typescript,vite,vite-plugin,web",
lint-staged,1,cli,True,Lint files staged by git,"check,code,eslint,format,git,lint,oxlint,oxfmt,prettier,quality,staged,stylelint,validate",
@lifi/sdk,1,library,False,LI.FI SDK for Any-to-Any Cross-Chain-Swap,"swap,bridge,bridge-aggregation,cross-chain,cross-chain-applications,cross-chain-bridge,dapp,defi,ethereum,bitcoin,solana,sui,tron,lifi,multi-chain,sdk,ethers,viem,wagmi,web3,web3-react",
@enonic/cli,1,cli,True,Command-line interface for Enonic XP,"enonic,cms,enonic xp,headless,content,cloud,api",
zodipus,1,cli,True,Zodipus: solves your schema tragedies - A Prisma generator for clean Zod schemas with custom JSON field support,"prisma,generator,zod,validation,schema,typescript,relations",
kenobi-pages,1,cli,True,Kenobi Pages SDK — fetch personalized page content from Kenobi workflows,,
@polar-sh/sdk,1,library,False,Developer-friendly & type-safe Typescript SDK specifically catered to leverage [Polar](https://polar.sh) API.,,
googleapis,1,likely-cli (no bin field found),False,Google APIs Client Library for Node.js,"google,api,google apis,client,client library",
@google/adk,1,library,False,Google ADK JS,,
@logseq/libs,1,library,False,Logseq SDK libraries,,
@dcl/sdk,1,library,False,Main SDK package for building Decentraland scenes.,,
eth-connect,1,library,False,"Ethereum TypeScript API, middleware to talk to a ethereum node using an async provider","ethereum,typescript,web3,json-rpc,eth,API",
dreamboard,1,cli,True,Design board games with AI and turn ideas into playable digital prototypes.,"dreamboard,cli,game-dev,board-game,multiplayer",
jupyter-link,1,cli,True,CLI and AgentSkill to execute code in Jupyter kernels and persist outputs to notebooks,"jupyter,notebook,kernel,agentskills,cli,execute,ipynb,nbformat",
browsers,1,cli,True,A simple browser driver.,"browser,driver",
chrome,1,cli,True,Open chrome in shell,,
agency-agents-zh,1,library,False,267 个即插即用的 AI 专家角色定义 — 从前端开发到区块链安全，从小红书运营到抖音策略,"ai-agents,prompts,system-prompts,chinese,multi-agent,agency-agents,llm,claude,deepseek,roles",
@observablehq/plot,1,library,False,A JavaScript library for exploratory data visualization.,,
semantic-release,1,cli,True,Automated semver compliant package publishing,"author,automation,changelog,module,package,publish,release,semver,version",
algobot-ai,1,cli,True,A CLI REPL for chatting with Algolia Agents.,"cli,ai,repl,algolia",
basecoat-css,1,library,False,Tailwind CSS for Basecoat components,"components,component library,component system,ui,ui kit,shadcn,shadcn/ui,tailwind,tailwindcss,css,html,jinja,nunjucks",
@playdrop/playdrop-cli,1,cli,True,"Official Playdrop CLI for publishing browser games, creator apps, and AI-generated game assets on playdrop.ai","playdrop,cli,browser-games,web-games,game-dev,game-assets,ai-assets,publishing,creator-tools,typescript",
vara-wallet,1,cli,True,Agentic wallet CLI for Vara Network — designed for AI coding agents,"vara,gear,wallet,cli,agentic,blockchain,substrate,polkadot,ai-agent",
link,1,cli,True,A better npm link,"npm,link,symlink",
ccstatusline,1,cli,True,A customizable status line formatter for Claude Code CLI,"claude,claude-code,cli,status-line,terminal",
minisearch,1,library,False,Tiny but powerful full-text search engine for browser and Node,"search,full text,fuzzy,prefix,auto suggest,auto complete,index",
@aws-sdk/client-kms,1,library,False,"AWS SDK for JavaScript Kms Client for Node.js, Browser and React Native",,
@google-cloud/kms,1,likely-cli (no bin field found),False,Google Cloud Key Management Service (KMS) API client for Node.js,"google apis client,google api client,google apis,google api,google,google cloud platform,google cloud,cloud,google kms,kms,Google Cloud Key Management Service (KMS) API",
@ledgerhq/hw-app-eth,1,library,False,Ledger Hardware Wallet Ethereum Application API,"Ledger,LedgerWallet,eth,NanoS,Blue,Hardware Wallet",
@ledgerhq/hw-transport-node-hid,1,library,False,"Ledger Hardware Wallet Node implementation of the communication layer, using node-hid","Ledger,LedgerWallet,hid,node-hid,NanoS,Blue,Hardware Wallet",
@trezor/connect,1,library,False,High-level javascript interface for Trezor hardware wallet.,"Trezor,trezor-connect,javascript",
@turnkey/viem,1,library,False,Turnkey Helpers to work with Viem,"Turnkey,Viem,custom account,account,wallet,signer",
@turnkey/http,1,library,False,Typed HTTP client for interacting with Turnkey API,Turnkey,
@turnkey/api-key-stamper,1,library,False,API key stamper for @turnkey/http,"Turnkey,http,stamper,api key",
@steipete/sweet-cookie,1,cli,True,Inline-first browser cookie extraction for local tooling (no native addons).,,
fsh-sushi,1,cli,True,Sushi Unshortens Short Hand Inputs (FSH Compiler),,
gofsh,1,cli,True,"GoFSH is a FHIR Shorthand (FSH) decompiler, able to convert formal FHIR definitions from JSON to FSH.",,
@platejs/package-name,1,unknown,False,,,HTTP 404
tmuxx,1,unknown,False,,,HTTP 404
myapp-pro,1,unknown,False,,,HTTP 404
myapp-free,1,unknown,False,,,HTTP 404
@tc9011/skills-manager,1,cli,True,Backup and restore AI agent skills to GitHub,"ai,agent,skills,backup,restore,github,cli,symlink,vercel-skills",
@types/koa-websocket,1,library,False,TypeScript definitions for koa-websocket,,
@opentelemetry/api,1,library,False,Public API for OpenTelemetry,"opentelemetry,nodejs,browser,tracing,profiling,stats,monitoring",
@opentelemetry/sdk-node,1,library,False,OpenTelemetry SDK for Node.js,"opentelemetry,nodejs,tracing,profiling,metrics,stats,monitoring",
@opentelemetry/sdk-metrics,1,library,False,OpenTelemetry metrics SDK,"opentelemetry,nodejs,metrics,stats,profiling",
@opentelemetry/exporter-metrics-otlp-grpc,1,library,False,OpenTelemetry Collector Metrics Exporter allows user to send collected metrics to the OpenTelemetry Collector,"opentelemetry,nodejs,grpc,tracing,profiling,metrics,stats",
@opentelemetry/resources,1,library,False,OpenTelemetry SDK resources,"opentelemetry,nodejs,resources,stats,profiling",
@opentelemetry/semantic-conventions,1,library,False,OpenTelemetry semantic conventions,"opentelemetry,nodejs,tracing,attributes,semantic conventions",
@ai-sdk/google,1,library,False,The **[Google provider](https://ai-sdk.dev/providers/ai-sdk-providers/google)** for the [AI SDK](https://ai-sdk.dev/docs) contains language model supp,ai,
